site,day_of_month,month,year,text,species,count
Sale Water Park,16,May,2016,"Count: 1, observerId: obsr508556, duration: 60, number of observers: 1, distance covered: 3.219, area covered: null, trip comments: null, species comments: null",Stock Dove,1
Sale Water Park,29,March,2016,"Count: 1, observerId: obsr647536, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",Stock Dove,1
Sale Water Park,3,April,2016,"Count: 1, observerId: obsr647536, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",Stock Dove,1
Sale Water Park,23,October,2016,"Count: 2, observerId: obsr647536, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",Stock Dove,2
Sale Water Park,14,March,2016,"Count: 3, observerId: obsr647536, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",Stock Dove,3
Sale Water Park,14,April,2016,"Count: 1, observerId: obsr508556, duration: 60, number of observers: 1, distance covered: 2.414, area covered: null, trip comments: null, species comments: null",Stock Dove,1
Sale Water Park,1,July,2016,"Count: 1, observerId: obsr508556, duration: 60, number of observers: 1, distance covered: 3.219, area covered: null, trip comments: null, species comments: null",Stock Dove,1
Sale Water Park,12,May,2016,"Count: 2, observerId: obsr508556, duration: 60, number of observers: 1, distance covered: 4.828, area covered: null, trip comments: null, species comments: null",Stock Dove,2
Sale Water Park,8,April,2016,"Count: 1, observerId: obsr508556, duration: 60, number of observers: 1, distance covered: 3.219, area covered: null, trip comments: null, species comments: null",Stock Dove,1
Sale Water Park,19,April,2016,"Count: 1, observerId: obsr508556, duration: 90, number of observers: 1, distance covered: 2.414, area covered: null, trip comments: null, species comments: null",Stock Dove,1
Sale Water Park,3,July,2017,"Count: 2, observerId: obsr647536, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",Stock Dove,2
Sale Water Park,19,June,2017,"Count: 1, observerId: obsr508556, duration: 40, number of observers: 1, distance covered: 2.414, area covered: null, trip comments: null, species comments: null",Stock Dove,1
Sale Water Park,21,October,2017,"Count: 1, observerId: obsr508556, duration: 30, number of observers: 1, distance covered: 3.219, area covered: null, trip comments: v blustery, species comments: null",Stock Dove,1
Sale Water Park,3,December,2017,"Count: 1, observerId: obsr647536, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",Stock Dove,1
Sale Water Park,28,March,2017,"Count: 1, observerId: obsr508556, duration: 45, number of observers: 1, distance covered: 3.219, area covered: null, trip comments: null, species comments: null",Stock Dove,1
Sale Water Park,17,June,2017,"Count: 1, observerId: obsr508556, duration: 60, number of observers: 1, distance covered: 2.414, area covered: null, trip comments: null, species comments: null",Stock Dove,1
Sale Water Park,14,June,2017,"Count: 1, observerId: obsr20091, duration: 14, number of observers: 1, distance covered: null, area covered: null, trip comments: null, species comments: null",Stock Dove,1
Sale Water Park,25,August,2017,"Count: 1, observerId: obsr508556, duration: 40, number of observers: 1, distance covered: 2.414, area covered: null, trip comments: null, species comments: null",Stock Dove,1
Sale Water Park,23,July,2017,"Count: 2, observerId: obsr677039, duration: 120, number of observers: 1, distance covered: 4.828, area covered: null, trip comments: null, species comments: null",Stock Dove,2
Sale Water Park,23,April,2017,"Count: 2, observerId: obsr419927, duration: 83, number of observers: 2, distance covered: 3.5, area covered: null, trip comments: null, species comments: null",Stock Dove,2
Sale Water Park,23,April,2017,"Count: 2, observerId: obsr420253, duration: 83, number of observers: 2, distance covered: 3.5, area covered: null, trip comments: null, species comments: null",Stock Dove,2
Sale Water Park,26,April,2017,"Count: 2, observerId: obsr508556, duration: 120, number of observers: 1, distance covered: 3.219, area covered: null, trip comments: null, species comments: null",Stock Dove,2
Sale Water Park,7,May,2017,"Count: 1, observerId: obsr564872, duration: 80, number of observers: 1, distance covered: 2.414, area covered: null, trip comments: Warm sunshine., species comments: null",Stock Dove,1
Sale Water Park,26,March,2017,"Count: 2, observerId: obsr647536, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",Stock Dove,2
Sale Water Park,12,April,2017,"Count: 1, observerId: obsr508556, duration: 30, number of observers: 1, distance covered: 3.219, area covered: null, trip comments: null, species comments: null",Stock Dove,1
Sale Water Park,27,April,2017,"Count: 1, observerId: obsr508556, duration: 30, number of observers: 1, distance covered: 2.414, area covered: null, trip comments: null, species comments: null",Stock Dove,1
Sale Water Park,21,March,2017,"Count: 1, observerId: obsr508556, duration: 30, number of observers: 1, distance covered: 3.219, area covered: null, trip comments: null, species comments: null",Stock Dove,1
Sale Water Park,23,April,2017,"Count: 2, observerId: obsr647536, duration: null, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",Stock Dove,2
Sale Water Park,19,May,2017,"Count: 2, observerId: obsr508556, duration: 45, number of observers: 1, distance covered: 3.219, area covered: null, trip comments: null, species comments: null",Stock Dove,2
Sale Water Park,8,May,2018,"Count: 1, observerId: obsr508556, duration: 45, number of observers: 1, distance covered: 2.414, area covered: null, trip comments: null, species comments: null",Stock Dove,1
Sale Water Park,27,May,2018,"Count: 2, observerId: obsr508556, duration: 45, number of observers: 1, distance covered: 2.414, area covered: null, trip comments: null, species comments: null",Stock Dove,2
Sale Water Park,13,May,2018,"Count: 2, observerId: obsr508556, duration: 45, number of observers: 1, distance covered: 2.414, area covered: null, trip comments: null, species comments: null",Stock Dove,2
Sale Water Park,14,September,2018,"Count: 1, observerId: obsr508556, duration: 60, number of observers: 1, distance covered: 2.414, area covered: null, trip comments: null, species comments: null",Stock Dove,1
Sale Water Park,23,April,2018,"Count: 2, observerId: obsr508556, duration: 45, number of observers: 1, distance covered: 3.219, area covered: null, trip comments: null, species comments: null",Stock Dove,2
Sale Water Park,27,July,2018,"Count: 3, observerId: obsr508556, duration: 60, number of observers: 1, distance covered: 3.219, area covered: null, trip comments: null, species comments: null",Stock Dove,3
Sale Water Park,29,July,2018,"Count: 1, observerId: obsr647536, duration: 120, number of observers: null, distance covered: null, area covered: null, trip comments: null, species comments: null",Stock Dove,1
Sale Water Park,29,April,2018,"Count: 3, observerId: obsr508556, duration: 45, number of observers: 1, distance covered: 2.414, area covered: null, trip comments: null, species comments: null",Stock Dove,3
Alexandra Park,13,December,2009,"In the park - 5 Mistle Thrush (1 singing), 1 Great Spotted Woodpecker, 1 Stock Dove, 1 Jay and c12 Redwing. ",Stock Dove,5
Alexandra Park,4,April,2009,"Stock Dove 2 ",Stock Dove,2
Alexandra Park,31,March,2009,"Stock Dove 1 ",Stock Dove,1
Alexandra Park,24,March,2009,"Stock Dove 1 ",Stock Dove,1
Alexandra Park,17,March,2009,"2 Stock Dove ",Stock Dove,2
Alexandra Park,16,March,2009,"2 Stock Dove ",Stock Dove,2
Alexandra Park,23,January,2009," Nice flock of c90 Redwing and a dozen or so Mistle Thrush on the playing field this morning. Also c100 BH Gulls, and 2 Stock Dove with c50 Woodpigeon ",Stock Dove,90
Alexandra Park,20,January,2009,"2 Stock Doves with woodpigeons ",Stock Dove,2
Alexandra Park,18,January,2009,"1 Stock Dove ",Stock Dove,1
Alexandra Park,10,April,2008,"Stock Dove 2 ",Stock Dove,2
Alexandra Park,3,April,2008,"Stock Dove 1 ",Stock Dove,1
Alexandra Park,19,March,2008,"STOCK DOVE 2 ",Stock Dove,2
Sale Water Park,29,July,2018,"1 stock dove ",Stock Dove,1
Sale Water Park,3,December,2017,"1 stock dove over ",Stock Dove,1
Sale Water Park,3,July,2017,"Stock Dove 2 ",Stock Dove,2
Sale Water Park,23,April,2017,"2 stock dove over (round the back) ",Stock Dove,2
Sale Water Park,26,March,2017,"2 stock dove over ",Stock Dove,2
Sale Water Park,23,October,2016,"6 redwing from the worn bench on the river side, and a pair of stock dove over, also from here. ",Stock Dove,6
Sale Water Park,3,April,2016,"Stock Dove 1 ",Stock Dove,1
Sale Water Park,29,March,2016,"Stock Dove 1 ",Stock Dove,1
